article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
24860156,István Sándorfi,Male,1948,Budapest,,Hungary,Europe,47.4925,19.05139,Painter,Fine Arts,Arts,42,104241,2482,20.5128
470835,René Préval,Male,1943,Cap-Haïtien,,Haiti,North America,19.75,-72.2,Politician,Government,Institutions,31,845203,27265,20.5126
44340,Steven Pinker,Male,1954,Montreal,,Canada,North America,45.5,-73.56667,Psychologist,Social Sciences,Science & Technology,29,1789222,61697,20.5112
187074,Judy Holliday,Female,1921,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,26,951555,36598,20.51
5826085,Gediminas Kirkilas,Male,1951,Vilnius,,Lithuania,Europe,54.68333,25.28333,Politician,Government,Institutions,33,160035,4850,20.5083
336790,Madeleine Stowe,Female,1958,Los Angeles,CA,United States,North America,34.1,-118.33333,Actor,Film And Theatre,Arts,34,5545774,163111,20.5056
1610108,Álvaro Colom,Male,1951,Guatemala City,,Guatemala,North America,14.61333,-90.53528,Politician,Government,Institutions,30,627703,20923,20.5052
346840,Hernán Crespo,Male,1975,Buenos Aires,,Argentina,South America,-34.51667,-58.5,Soccer Player,Team Sports,Sports,52,5280837,101555,20.504
2481680,Dominic Purcell,Male,1970,Wallasey,,United Kingdom,Europe,53.423,-3.065,Actor,Film And Theatre,Arts,35,5712874,163225,20.5023
276599,Subhash Kak,Male,1947,Srinagar,,India,Asia,34.09,74.79,Computer Scientist,Computer Science,Science & Technology,28,130411,4658,20.5012
397110,Barry Marshall,Male,1951,Kalgoorlie,,Australia,Oceania,-30.74889,121.46583,Physician,Medicine,Science & Technology,39,689823,17688,20.4993
30472838,Fouad Mebazaa,Male,1933,Tunis,,Tunisia,Africa,36.8,10.18333,Politician,Government,Institutions,32,436520,13641,20.4988
2546319,Jane Lynch,Female,1960,Chicago,IL,United States,North America,41.72,-87.7025,Actor,Film And Theatre,Arts,29,11276773,388854,20.4983
106413,Youssou N'Dour,Male,1959,Dakar,,Senegal,Africa,14.69278,-17.44667,Singer,Music,Arts,30,1652130,55071,20.4977
12997,George Washington Carver,Male,1864,Diamond,MO,United States,North America,36.99444,-94.31389,Chemist,Natural Sciences,Science & Technology,29,5454889,188100,20.4975
393714,Ahmed Ouyahia,Male,1952,Iboudraren,,Algeria,Africa,,,Politician,Government,Institutions,31,410383,13238,20.4974
1084395,Josh Holloway,Male,1969,San Francisco-Bay Area,CA,United States,North America,37.33333,-121.9,Actor,Film And Theatre,Arts,33,5450077,165154,20.4967
585146,Pierre Mauroy,Male,1928,Cartignies,,France,Europe,50.0933,3.8467,Politician,Government,Institutions,28,648509,23161,20.4967
315471,Anna Lindh,Female,1957,Enskede-Årsta-Vantör,,Sweden,Europe,59.28194,18.0875,Politician,Government,Institutions,31,1060821,34220,20.4955
1056489,Imelda Staunton,Female,1956,Archway,,United Kingdom,Europe,51.566,-0.1338,Actor,Film And Theatre,Arts,28,2727096,97396,20.4928
262376,Roger Federer,Male,1981,Basel,,Switzerland,Europe,47.56667,7.6,Tennis Player,Individual Sports,Sports,101,36800261,364359,20.4921
23300,Paula Abdul,Female,1962,Los Angeles,CA,United States,North America,34.28722,-118.43889,Singer,Music,Arts,42,10176023,242286,20.4905
142292,"John Churchill, 1st Duke of Marlborough",Male,1650,Devon,,United Kingdom,Europe,,,Military Personnel,Military,Institutions,36,167614,4656,20.4891
676210,Lasse Virén,Male,1949,Myrskylä,,Finland,Europe,60.66667,25.85,Politician,Government,Institutions,32,546008,17063,20.4867
5693710,Joachim Löw,Male,1960,Schönau im Schwarzwald,,Germany,Europe,47.78667,7.89417,Coach,Team Sports,Sports,43,4392506,102151,20.4866
8490390,Lindsay Lohan,Female,1986,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,66,40252855,609892,20.4811
276727,Chandrasekhara Venkata Raman,Male,1888,Tiruchirapalli,,India,Asia,,,Physicist,Natural Sciences,Science & Technology,58,3433374,59196,20.4772
1031515,Eva Mendes,Female,1974,Miami,FL,United States,North America,25.77528,-80.20889,Actor,Film And Theatre,Arts,47,17930493,381500,20.477
968320,Filippo Inzaghi,Male,1973,Piacenza,,Italy,Europe,45.04778,9.70056,Soccer Player,Team Sports,Sports,46,7168959,155847,20.4769
159269,David Boreanaz,Male,1969,Buffalo,NY,United States,North America,42.90472,-78.84944,Actor,Film And Theatre,Arts,34,9244577,271899,20.4766
34095,Wilma Rudolph,Female,1940,Saint Bethlehem,TN,United States,North America,36.57194,-87.3,Athlete,Individual Sports,Sports,28,1289628,46058,20.4765
11983357,Kim Campbell,Female,1947,Port Alberni,,Canada,North America,49.23389,-124.805,Politician,Government,Institutions,30,1265945,42198,20.4764
768280,Mercedes Ruehl,Female,1948,New York,NY,United States,North America,40.75139,-73.88694,Actor,Film And Theatre,Arts,28,965529,34483,20.4755
81455,William H. Seward,Male,1801,Florida,NY,United States,North America,41.33333,-74.36667,Politician,Government,Institutions,28,1882487,67232,20.474
288059,Jagadish Chandra Bose,Male,1858,Bikrampur,,Bangladesh,Asia,,,Physicist,Natural Sciences,Science & Technology,27,1162057,43039,20.4729
454754,Stanley Tucci,Male,1960,Lower Hudson Valley,NY,United States,North America,41.28333,-73.91667,Actor,Film And Theatre,Arts,31,7922767,255573,20.4709
21221640,Xzibit,Male,1974,Detroit,MI,United States,North America,42.33139,-83.04583,Singer,Music,Arts,40,8084387,202110,20.4703
340594,Hillel Slovak,Male,1962,Haifa,,Israel,Asia,32.81667,34.98333,Musician,Music,Arts,27,3691700,136730,20.4669
419342,David Cameron,Male,1966,London,,United Kingdom,Europe,51.50722,-0.1275,Politician,Government,Institutions,86,11161113,129780,20.4642
14709,Ice T,Male,1958,Newark,NJ,United States,North America,40.72422,-74.17257,Musician,Music,Arts,29,10259579,353779,20.4632
2081628,Mary Blair,Female,1911,McAlester,OK,United States,North America,34.93306,-95.76639,Artist,Fine Arts,Arts,26,3739125,143813,20.461
1690486,Ellen Pompeo,Female,1969,Boston,MA,United States,North America,42.40833,-71.05417,Actor,Film And Theatre,Arts,33,8332688,252506,20.4609
1052811,Mo Yan,Male,1955,Gaomi,,China,Asia,36.38333,119.75,Writer,Language,Humanities,57,2026802,35558,20.4579
341553,Jean Alesi,Male,1964,Avignon,,France,Europe,43.95,4.81,Racecar Driver,Individual Sports,Sports,28,1785660,63774,20.4563
2121780,Lisa Edelstein,Female,1967,Boston,MA,United States,North America,42.35806,-71.06361,Actor,Film And Theatre,Arts,30,6709458,223649,20.4551
610980,Davor Šuker,Male,1968,Osijek,,Croatia,Europe,45.55753,18.67959,Soccer Player,Team Sports,Sports,41,2637096,64319,20.4532
11394363,Anette Olzon,Female,1971,Katrineholm,,Sweden,Europe,59,16.2,Singer,Music,Arts,39,3508602,89964,20.4518
537020,Charlie Kaufman,Male,1958,New York,NY,United States,North America,40.7127,-74.0059,Writer,Language,Humanities,26,2323951,89383,20.448
158106,"Cuba Gooding, Jr.",Male,1968,New York,NY,United States,North America,40.8373,-73.886,Actor,Film And Theatre,Arts,42,1578159,37575,20.4458
917194,Joseph Murray,Male,1919,Milford,MA,United States,North America,42.13972,-71.51667,Physician,Medicine,Science & Technology,33,309966,9393,20.4429
18589061,Liv Tyler,Female,1977,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,49,18678911,381202,20.4423
26635194,Akira Suzuki,Male,1930,Mukawa,,Japan,Asia,42.56667,141.93333,Chemist,Natural Sciences,Science & Technology,35,555975,15885,20.4402
7252287,Andrew Fire,Male,1959,San Francisco-Bay Area,CA,United States,North America,37.42917,-122.13806,Biologist,Natural Sciences,Science & Technology,36,333753,9271,20.4398
23939880,Sócrates,Male,1954,Belém do Pará,,Brazil,South America,,,Soccer Player,Team Sports,Sports,48,2114113,44044,20.4394
164120,Ethan Hawke,Male,1970,Austin,TX,United States,North America,30.25,-97.75,Actor,Film And Theatre,Arts,44,10854797,246700,20.4364
704723,Neil Patrick Harris,Male,1973,Albuquerque,NM,United States,North America,35.1107,-106.60999,Actor,Film And Theatre,Arts,41,34215346,834521,20.432
2394550,Roy Hodgson,Male,1947,Croydon,,United Kingdom,Europe,51.3727,-0.1099,Coach,Team Sports,Sports,34,3104622,91312,20.4312
1044848,Masashi Kishimoto,Male,1974,Nagi,,Japan,Asia,35.11667,134.18333,Comic Artist,Design,Arts,43,5885095,136863,20.4304
369648,Aristides Pereira,Male,1923,Boa Vista,,Cape Verde,Africa,16.10331,-22.8035,Politician,Government,Institutions,29,122203,4214,20.4304
1935771,Robert Sean Leonard,Male,1969,Westwood,NJ,United States,North America,40.98903,-74.03187,Actor,Film And Theatre,Arts,37,5130017,138649,20.4297
991709,Kevin James,Male,1965,Long Island,NY,United States,North America,40.74722,-73.63806,Actor,Film And Theatre,Arts,35,3639619,103989,20.4254
4034867,Uli Hoeneß,Male,1952,Ulm,,Germany,Europe,48.4,9.98333,Businessperson,Business,Business & Law,28,2305504,82339,20.4224
816219,Bronisław Geremek,Male,1932,Warsaw,,Poland,Europe,52.23333,21.01667,Politician,Government,Institutions,27,986141,36524,20.4219
45651,Sarvepalli Radhakrishnan,Male,1888,Tiruttani,,India,Asia,13.18,79.63,Politician,Government,Institutions,44,2104611,47832,20.4201
849630,Valery Gergiev,Male,1953,Moscow,,Russia,Europe,55.75,37.61667,Musician,Music,Arts,26,626685,24103,20.4163
989870,Elizabeth Blackburn,Female,1948,Hobart,,Australia,Oceania,-42.88056,147.325,Biologist,Natural Sciences,Science & Technology,45,640316,14229,20.4151
993655,Asif Ali Zardari,Male,1955,Karachi,,Pakistan,Asia,24.86,67.01,Politician,Government,Institutions,56,3223390,57561,20.4142
11983273,Aishwarya Rai,Female,1973,Mangalore,,India,Asia,12.87,74.88,Actor,Film And Theatre,Arts,66,21607556,327387,20.4134
332538,Sean Paul,Male,1973,Kingston,,Jamaica,North America,17.98333,-76.8,Musician,Music,Arts,37,11096694,299911,20.4127
192137,Svetlana Savitskaya,Female,1948,Moscow,,Russia,Europe,55.75,37.61667,Astronaut,Explorers,Exploration,26,349364,13437,20.4112
787300,Lauren Graham,Female,1967,Honolulu,HI,United States,North America,21.3,-157.81667,Actor,Film And Theatre,Arts,29,7443660,256678,20.4097
734004,Salif Keïta,Male,1949,Mali,,Mali,Africa,,,Musician,Music,Arts,32,776808,24275,20.4081
346905,Gianfranco Zola,Male,1966,Oliena,,Italy,Europe,40.26667,9.4,Soccer Player,Team Sports,Sports,37,3197133,86409,20.4043
393727,Fernando da Piedade Dias dos Santos,Male,1950,Luanda,,Angola,Africa,-8.83833,13.23444,Politician,Government,Institutions,28,167866,5995,20.4038
1606122,Allan Simonsen,Male,1952,Vejle,,Denmark,Europe,55.71667,9.53333,Soccer Player,Team Sports,Sports,31,746833,24091,20.3999
2008097,Andrey Voznesensky,Male,1933,Moscow,,Russia,Europe,55.75,37.61667,Writer,Language,Humanities,32,213635,6676,20.3974
386473,Shamil Basayev,Male,1965,Chechnya,,Russia,Europe,43.4,45.71667,Extremist,Outlaws,Public Figure,40,1627395,40685,20.3965
380965,Kevin Rudd,Male,1957,Nambour,,Australia,Oceania,-26.62694,152.95917,Politician,Government,Institutions,69,3774224,54699,20.393
245318,Carrie-Anne Moss,Female,1967,Burnaby,,Canada,North America,49.26667,-122.96667,Actor,Film And Theatre,Arts,35,5674784,162137,20.3914
19256421,Somchai Wongsawat,Male,1947,Chawang District,,Thailand,Asia,8.42611,99.50472,Politician,Government,Institutions,28,554177,19792,20.3894
225266,Grigori Perelman,Male,1966,Saint Petersburg,,Russia,Europe,59.95,30.3,Mathematician,Math,Science & Technology,49,4379950,89387,20.3889
240952,Henrik Larsson,Male,1971,Helsingborg,,Sweden,Europe,56.05,12.71667,Soccer Player,Team Sports,Sports,45,4685687,104126,20.3866
1021741,José Sócrates,Male,1957,Alijó,,Portugal,Europe,41.27611,-7.475,Politician,Government,Institutions,44,1042141,23685,20.3859
87240,Martin Amis,Male,1949,Swansea,,United Kingdom,Europe,51.61667,-3.95,Writer,Language,Humanities,27,1657001,61370,20.3854
323983,Billy Zane,Male,1966,Chicago,IL,United States,North America,41.83694,-87.68472,Actor,Film And Theatre,Arts,36,6711299,186425,20.3842
385525,Marcia Gay Harden,Female,1959,San Diego,CA,United States,North America,32.84,-117.27694,Actor,Film And Theatre,Arts,30,2925868,97529,20.3835
334672,Morarji Desai,Male,1896,Valsad,,India,Asia,20.63,72.93,Politician,Government,Institutions,33,924500,28015,20.3807
496675,Anthony Minghella,Male,1954,Ryde,,United Kingdom,Europe,50.7271,-1.1618,Film Director,Film And Theatre,Arts,40,1925236,48131,20.3751
346200,Kurt Angle,Male,1968,Mt. Lebanon,PA,United States,North America,40.375,-80.05,Wrestler,Individual Sports,Sports,36,11699060,324974,20.3744
568801,Michael Bay,Male,1965,Los Angeles,CA,United States,North America,34.05,-118.25,Film Director,Film And Theatre,Arts,35,7757630,221647,20.3739
530997,Amanda Tapping,Female,1965,Rochford,,United Kingdom,Europe,51.5821,0.7065,Actor,Film And Theatre,Arts,31,3699526,119340,20.3727
142809,Chester Bennington,Male,1976,Phoenix,AZ,United States,North America,33.45,-112.06667,Singer,Music,Arts,49,10227582,208726,20.3701
276244,Kristin Davis,Female,1965,Boulder,CO,United States,North America,40.02744,-105.25195,Actor,Film And Theatre,Arts,30,6491209,216374,20.3685
7517,Calista Flockhart,Female,1964,Freeport,IL,United States,North America,42.29194,-89.63028,Actor,Film And Theatre,Arts,29,6580581,226917,20.3673
253749,Samuel Doe,Male,1951,Grand Gedeh County,,Liberia,Africa,,,Politician,Government,Institutions,30,1159459,38649,20.3631
232544,Mitch Mitchell,Male,1947,Ealing,,United Kingdom,Europe,51.5111,-0.3058,Musician,Music,Arts,26,1688347,64936,20.3624
147726,Shaquille O'Neal,Male,1972,Newark,NJ,United States,North America,40.72422,-74.17257,Basketball Player,Team Sports,Sports,50,22576212,451524,20.3624
459304,Karl Malone,Male,1963,Summerfield,LA,United States,North America,32.91264,-92.82932,Basketball Player,Team Sports,Sports,38,5032331,132430,20.3584
101730,Atal Bihari Vajpayee,Male,1924,Gwalior,,India,Asia,26.22152,78.17802,Politician,Government,Institutions,36,2921450,81151,20.3554
25530,Robert Rodriguez,Male,1968,San Antonio,TX,United States,North America,29.41667,-98.5,Film Director,Film And Theatre,Arts,34,8519629,250577,20.3537
310301,Téa Leoni,Female,1966,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,30,6904110,230137,20.3536
863760,David Thewlis,Male,1963,Blackpool,,United Kingdom,Europe,53.81417,-3.05028,Actor,Film And Theatre,Arts,28,5091992,181857,20.3508
615841,Lilian Thuram,Male,1972,Pointe-à-Pitre,,France,Europe,16.2411,-61.5331,Soccer Player,Team Sports,Sports,45,3738290,83073,20.3504
1880951,Guillermo del Toro,Male,1964,Guadalajara,,Mexico,North America,20.66667,-103.35,Film Director,Film And Theatre,Arts,32,8373747,261680,20.3492
240390,Fernando Alonso,Male,1981,Oviedo,,Spain,Europe,43.35,-5.845,Racecar Driver,Individual Sports,Sports,94,8891161,94587,20.3486
338955,Rolandas Paksas,Male,1956,Telšiai,,Lithuania,Europe,55.98333,22.25,Politician,Government,Institutions,30,260371,8679,20.3443
628056,Ricardo Martinelli,Male,1952,Panama City,,Panama,North America,8.98333,-79.51667,Politician,Government,Institutions,34,714501,21015,20.344
338350,Belinda Carlisle,Female,1958,Los Angeles,CA,United States,North America,34.1,-118.33333,Singer,Music,Arts,26,4262660,163948,20.3377
19373302,Christina Applegate,Female,1971,Los Angeles,CA,United States,North America,34.1,-118.33333,Actor,Film And Theatre,Arts,41,12753780,311068,20.3376
16477368,Katy Perry,Female,1984,Santa Barbara,CA,United States,North America,34.42583,-119.71417,Singer,Music,Arts,72,61762831,857817,20.3367
653305,Leonel Fernández,Male,1953,Santo Domingo,,Dominican Republic,North America,18.46667,-69.95,Politician,Government,Institutions,36,972570,27016,20.3359
16705483,Zac Efron,Male,1987,San Luis Obispo,CA,United States,North America,35.27417,-120.66306,Actor,Film And Theatre,Arts,66,37182510,563371,20.3285
754962,João Bernardo Vieira,Male,1939,Bissau,,Guinea-Bissau,Africa,11.85,-15.56667,Politician,Government,Institutions,40,541363,13534,20.3276
2394512,Manolo Escobar,Male,1931,El Ejido,,Spain,Europe,36.76667,-2.8,Singer,Music,Arts,27,718970,26629,20.3271
420720,Petar Stoyanov,Male,1952,Plovdiv,,Bulgaria,Europe,42.15,24.75,Politician,Government,Institutions,26,219717,8451,20.323
37275,Denise Richards,Female,1971,Chicago,IL,United States,North America,41.79472,-88.01694,Actor,Film And Theatre,Arts,36,13952780,387577,20.3215
615792,Javier Zanetti,Male,1973,Buenos Aires,,Argentina,South America,-34.60333,-58.38167,Soccer Player,Team Sports,Sports,48,6964428,145092,20.3209
1718776,Paul Nurse,Male,1949,Norwich,,United Kingdom,Europe,52.62833,1.29667,Biologist,Natural Sciences,Science & Technology,32,476286,14884,20.3178
16807,Kim Stanley Robinson,Male,1952,Waukegan,IL,United States,North America,42.37028,-87.87111,Writer,Language,Humanities,28,609034,21751,20.3173
177840,Christopher Nolan,Male,1970,London,,United Kingdom,Europe,51.50722,-0.1275,Film Director,Film And Theatre,Arts,58,18040206,311038,20.3158
23243880,Lance Armstrong,Male,1971,Plano,TX,United States,North America,33.01972,-96.69917,Cyclist,Individual Sports,Sports,74,17834452,241006,20.3142
616624,Abédi Pelé,Male,1964,Accra,,Ghana,Africa,5.55,-0.2,Soccer Player,Team Sports,Sports,29,1952785,67337,20.3125
8418557,Hrant Dink,Male,1954,Malatya,,Turkey,Asia,38.35,38.3,Social Activist,Activism,Public Figure,34,933526,27457,20.3115
187098,Shirley Booth,Female,1898,New York,NY,United States,North America,40.69278,-73.99028,Actor,Film And Theatre,Arts,28,717223,25615,20.3107
228998,Christopher Hitchens,Male,1949,Portsmouth,,United Kingdom,Europe,50.81667,-1.08333,Journalist,Language,Humanities,42,9897213,235648,20.309
737807,Jeff Daniels,Male,1955,Athens,GA,United States,North America,33.95,-83.38333,Actor,Film And Theatre,Arts,28,4356376,155585,20.3084
621391,Philip Jaisohn,Male,1864,Boseong,,South Korea,Asia,38.31667,127.23333,Social Activist,Activism,Public Figure,26,169728,6528,20.3072
3218946,Tzipi Livni,Female,1958,Tel Aviv,,Israel,Asia,32.06667,34.8,Politician,Government,Institutions,47,2266756,48229,20.3071
18247224,Ken Livingstone,Male,1945,Lambeth,,United Kingdom,Europe,51.4903,-0.1193,Politician,Government,Institutions,31,1237631,39924,20.3029
64258,Jacques Villeneuve,Male,1971,Saint-Jean-sur-Richelieu,,Canada,North America,45.31667,-73.26667,Racecar Driver,Individual Sports,Sports,43,3038994,70674,20.3026
200750,Adrien Brody,Male,1973,New York,NY,United States,North America,40.69339,-73.85267,Actor,Film And Theatre,Arts,47,10966582,233332,20.3019
52737,Adlai Stevenson II,Male,1900,Los Angeles,CA,United States,North America,34.05,-118.25,Diplomat,Government,Institutions,26,790145,30390,20.3005
276581,Martin Gore,Male,1961,Dagenham,,United Kingdom,Europe,51.5397,0.1422,Musician,Music,Arts,29,2299762,79302,20.3
413277,Ian Rush,Male,1961,St Asaph,,United Kingdom,Europe,53.2577,-3.4416,Soccer Player,Team Sports,Sports,32,1900694,59397,20.2988
788409,Fernando Hierro,Male,1968,Vélez-Málaga,,Spain,Europe,36.78333,-4.1,Soccer Player,Team Sports,Sports,35,2129782,60851,20.2983
300200,Akhmad Kadyrov,Male,1951,Karaganda,,Kazakhstan,Asia,49.83333,73.16667,Politician,Government,Institutions,28,613980,21928,20.298
69323,Justin Timberlake,Male,1981,Memphis,TN,United States,North America,35.11737,-89.97107,Singer,Music,Arts,69,39421979,571333,20.2937
249897,Keira Knightley,Female,1985,Teddington,,United Kingdom,Europe,51.4242,-0.3321,Actor,Film And Theatre,Arts,69,29652842,429751,20.2937
8544556,Gurbanguly Berdimuhammedow,Male,1957,Geok Tepe,,Turkmenistan,Asia,38.15778,57.96639,Politician,Government,Institutions,47,820292,17453,20.2923
553222,Fred Dalton Thompson,Male,1942,Sheffield,AL,United States,North America,34.75972,-87.69459,Politician,Government,Institutions,27,1870859,69291,20.2922
361020,Sofia Coppola,Female,1971,New York,NY,United States,North America,40.7127,-74.0059,Film Director,Film And Theatre,Arts,39,8973851,230099,20.2911
2279619,Criss Angel,Male,1967,Long Island,NY,United States,North America,40.70472,-73.61722,Magician,Media Personality,Public Figure,35,8606590,245903,20.291
50908,Roger Ebert,Male,1942,Urbana-Champaign,IL,United States,North America,40.10967,-88.20425,Critic,Language,Humanities,33,9066226,274734,20.2898
575814,Louis Renault,Male,1877,Paris,,France,Europe,48.8567,2.3508,Inventor,Invention,Science & Technology,26,59082,2272,20.2873
393545,Bakili Muluzi,Male,1943,Machinga District,,Malawi,Africa,-14.91667,35.66667,Politician,Government,Institutions,26,177915,6843,20.286
393536,Marc Ravalomanana,Male,1949,Antananarivo Province,,Madagascar,Africa,-18.75,46.75,Politician,Government,Institutions,35,602843,17224,20.2848
25408,Robert Byrd,Male,1917,North Wilkesboro,NC,United States,North America,36.17083,-81.14194,Politician,Government,Institutions,29,3213517,110811,20.2816
2179398,Bear Grylls,Male,1974,Isle of Wight,,United Kingdom,Europe,50.66667,-1.26667,Presenter,Media Personality,Public Figure,40,18339544,458489,20.2804
144848,Sinéad O'Connor,Female,1966,Glenageary,,Ireland,Europe,53.275,-6.12917,Singer,Music,Arts,40,7966367,199159,20.2782
213625,François Bozizé,Male,1946,Mouila,,,Africa,-1.86389,11.0575,Politician,Government,Institutions,34,549618,16165,20.2781
27611,Sarah Michelle Gellar,Female,1977,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,44,18689044,424751,20.2723
1957097,Dalip Singh,Male,1972,Dhirana,,India,Asia,30.75167,77.66778,Wrestler,Individual Sports,Sports,35,12133855,346682,20.27
18949200,Aphex Twin,Male,1971,Limerick,,Ireland,Europe,52.6653,-8.6238,Musician,Music,Arts,33,5757147,174459,20.27
45218,Sacha Baron Cohen,Male,1971,Hammersmith,,United Kingdom,Europe,51.4928,-0.2229,Actor,Film And Theatre,Arts,55,24975783,454105,20.2697
92197,Art Clokey,Male,1921,Detroit,MI,United States,North America,42.33139,-83.04583,Film Director,Film And Theatre,Arts,27,3582640,132690,20.2695
220517,Fuad II of Egypt,Male,1952,Cairo,,Egypt,Africa,30.05,31.23333,Politician,Government,Institutions,26,898146,34544,20.2688
60070,Janet Jackson,Female,1966,Gary,IN,United States,North America,41.59556,-87.34528,Singer,Music,Arts,49,16226474,331153,20.268
995149,Brigitte Nielsen,Female,1963,Rødovre,,Denmark,Europe,55.68139,12.455,Model,Media Personality,Public Figure,33,9166870,277784,20.2664
863973,Jennifer Tilly,Female,1958,Los Angeles,CA,United States,North America,33.79,-118.29694,Actor,Film And Theatre,Arts,28,7160299,255725,20.2594
8572928,Ai Weiwei,Male,1957,Beijing,,China,Asia,39.91667,116.38333,Artist,Fine Arts,Arts,32,4200039,131251,20.2578
33974,Will Eisner,Male,1917,New York,NY,United States,North America,40.69278,-73.99028,Comic Artist,Design,Arts,26,1595348,61360,20.2573
2316735,Manuel Zelaya,Male,1952,Catacamas,,Honduras,North America,14.8,-85.9,Politician,Government,Institutions,39,1310735,33609,20.2547
61822,Michael Ondaatje,Male,1943,Colombo,,Sri Lanka,North America,6.93444,79.84278,Writer,Language,Humanities,27,1057592,39170,20.254
206186,Francis Bacon,Male,1909,Dublin,,Ireland,Europe,53.34778,-6.25972,Artist,Fine Arts,Arts,35,115647,3304,20.2526
86175,Mohammed Omar,Male,1959,Kandahar,,Afghanistan,Asia,,,Politician,Government,Institutions,38,2973333,78246,20.2526
232142,Michael Stipe,Male,1960,Decatur,GA,United States,North America,33.77139,-84.29778,Musician,Music,Arts,27,4029619,149245,20.2524
350841,Emilio Estevez,Male,1962,New York,NY,United States,North America,40.57628,-74.14484,Actor,Film And Theatre,Arts,31,12991008,419065,20.2521
18689844,Werner Faymann,Male,1960,Vienna,,Austria,Europe,48.2,16.36667,Politician,Government,Institutions,41,868762,21189,20.2517
13660794,Yoshihiko Noda,Male,1957,Funabashi,,Japan,Asia,35.7,139.98333,Politician,Government,Institutions,55,4042177,73494,20.2489
7467928,Rupiah Banda,Male,1937,Gwanda,,Zimbabwe,Africa,-20.945,29.025,Politician,Government,Institutions,33,361736,10962,20.2414
330395,Marc Anthony,Male,1968,New York,NY,United States,North America,40.7127,-74.0059,Singer,Music,Arts,33,11317560,342956,20.2402
3066036,Leonid Gaidai,Male,1923,Svobodny,,Russia,Europe,51.4,128.1,Film Director,Film And Theatre,Arts,29,276236,9525,20.239
137109,Lal Bahadur Shastri,Male,1904,Mughalsarai,,India,Asia,25.28,82.96,Social Activist,Activism,Public Figure,32,1916185,59881,20.2371
258756,Evonne Goolagong,Female,1951,Griffith,,Australia,Oceania,-34.29,146.04,Tennis Player,Individual Sports,Sports,31,518638,16730,20.2359
585238,Paul van Dyk,Male,1971,Eisenhüttenstadt,,Germany,Europe,52.145,14.67278,Musician,Music,Arts,37,2946026,79622,20.2351
1191676,Geert Wilders,Male,1963,Venlo,,Netherlands,Europe,51.36667,6.16667,Politician,Government,Institutions,45,3834718,85216,20.2344
4242454,Maria Kaczyńska,Female,1942,Machów,,Belarus,Europe,51.24814,21.82425,Politician,Government,Institutions,35,1785380,51011,20.2338
14449397,Jules A. Hoffmann,Male,1941,Echternach,,Luxembourg,Europe,49.81167,6.42167,Biologist,Natural Sciences,Science & Technology,38,318873,8391,20.2334
1141482,Haddaway,Male,1965,Port of Spain,,Trinidad And Tobago,North America,10.66667,-61.51667,Singer,Music,Arts,27,1962408,72682,20.2329
1648431,René Higuita,Male,1966,Medellín,,Colombia,South America,6.23083,-75.59056,Soccer Player,Team Sports,Sports,33,3381281,102463,20.2325
386074,Seán O'Casey,Male,1880,Dublin,,Ireland,Europe,53.34778,-6.25972,Writer,Language,Humanities,26,333392,12823,20.2324
413244,Marcel Desailly,Male,1968,Accra,,Ghana,Africa,5.55,-0.2,Soccer Player,Team Sports,Sports,37,2126145,57463,20.2278
2539269,Marion Cotillard,Female,1975,Paris,,France,Europe,48.8567,2.3508,Actor,Film And Theatre,Arts,52,17940092,345002,20.2253
9287211,Hilary Duff,Female,1987,Houston,TX,United States,North America,29.76278,-95.38306,Actor,Film And Theatre,Arts,58,31611872,545032,20.2251
790044,Peter Abrahams,Male,1919,Vrededorp,,South Africa,Africa,-30,25,Writer,Language,Humanities,27,120909,4478,20.223
1109141,Francisco Varallo,Male,1910,La Plata,,Argentina,South America,-34.92111,-57.95444,Soccer Player,Team Sports,Sports,29,356683,12299,20.2214
215554,Usher,Male,1978,Dallas,TX,United States,North America,32.77583,-96.79667,Singer,Music,Arts,51,7756736,152093,20.2183
859255,Anne-Sophie Mutter,Female,1963,Rheinfelden,,Germany,Europe,47.56111,7.79167,Musician,Music,Arts,29,1260503,43466,20.2172
501452,Michael Ballack,Male,1976,Görlitz,,Germany,Europe,51.15278,14.98722,Soccer Player,Team Sports,Sports,62,8735747,140899,20.2157
18384154,Hans Martin Sutermeister,Male,1907,Schlossrued,,Switzerland,Europe,47.3,8.1,Politician,Government,Institutions,28,53879,1924,20.2152
176157,Thomas L. Friedman,Male,1953,St. Louis Park,MN,United States,North America,44.94833,-93.34806,Writer,Language,Humanities,26,1812294,69704,20.2138
856890,Christoph Schneider,Male,1966,Berlin,,Germany,Europe,52.51667,13.38333,Musician,Music,Arts,27,2006515,74315,20.211
635247,Ellen Barkin,Female,1954,New York,NY,United States,North America,40.8373,-73.886,Actor,Film And Theatre,Arts,26,4517519,173751,20.2107
