comment,label,rate,
"Áo rất đẹp, chủ shop cũng rất dễ thương, nhiệt tình.",POS,5,
Ko được chọn mẫu nên shop gửi 2 mẫu trùng nhau.,POS,5,
"Đã dùng thử, khá thích, không bị căng da.",POS,5,
72k có cái giá của 72k.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,áo rất đẹp, lần sau ủng hộ shop tiếp.",POS,5,
"Form ko giống hình, tạm đc.",NEU,3,
Bị rộng hơn 1 size nên mua nhỏ hơn size bình thường.,NEU,3,
"Sản phẩm đẹp, giá tốt, Rất đáng tiền.",POS,5,
"Len mịn, dầy vừa ko dầy quá, giữ ấm tốt.",POS,5,
Giá cả chấp nhận được Chất lượng sản phẩm tạm được.,POS,4,
"Shop đưa mình toàn mauf tối, ko ưng lăms.",NEG,1,
Coi như mua đắt :(.,NEG,1,
"Áo vải đẹp, form quá ưng luôn.",POS,5,
"K the dung chieu power point, qua mo.",NEG,1,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Nhưng thái độ phục vụ không thể chấp nhận được.,NEG,1,
Vải mỏng nhưng đẹp.,POS,4,
Mặc thoải mái.,POS,5,
Áo đều có mác vải là size 38 nhưng thực chất chỉ tương đương size 36.,NEG,1,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,Áo đẹp trên carmong đợi, giá vậy là quá hợp lý, m sẽ ủng hộ shop nhiều nữa.",POS,5,
Sẽ ủng hộ shop tiếp ạ!,POS,5,
"Chất vải xấu, giao nhầm sz.",NEG,1,
Nhưng giày đẹp.,NEU,3,
"Áo vải mỏng, vải k giống hình.",NEG,1,
Cực thoáng luôn nhé.,POS,5,
Quần quá rộng size s mầm cứ như xl vậy vậy.,NEG,1,
Nhận được sp khá ưng ý.,POS,5,
Vải mịn mát.,POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh.",POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Áo chất đẹp .,POS,5,
Vải tốt gia ok tôi hài lòng Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Giá thành hợp lý vải tốt.,POS,5,
Chất vải thì được nhưng may không đẹp lắm.,NEU,3,
Chất k co giãn.,NEG,1,
"Mua 4 cây mà về tới cây nào cũng gãy lá, thấy hết ham.",NEG,1,
"Chất lượng sản phẩm cũng tốt, mua đôi giày có kèm tặng phẩm đôi tất ko thấy, vào hỏi và đc shop xin lỗi và đền bù bằng card.",POS,5,
Giày rất đẹp .,POS,5,
"Áo k như hình, vải mỏng và xấu.",NEG,1,
Nc là khá hài lòng Rất đáng tiền.,POS,5,
Máy mới dùng cơ bản thấy ổn về lâu dài thì chưa biết thế nào!,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời ✨👍🏻.,POS,5,
Vải mịn mát nên thôi 5 sao.,POS,5,
Đặt đen trăng kẻ thì giao đen trắng hồng.,NEG,1,
Mà thôi tiền nào của nấy nên đành chập nhận.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Làm ăn phải uy tín chứ gửi cho xong chuyện vậy sao.,NEG,1,
áo giống hình..mặc thoải mái thun co giãn tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Giao hàng lâu quá shop.,NEG,2,
Chất thun tạm được.,NEU,3,
"Thời gian giao hàng rất nhanh đủ số lượng và viên tặng kèm, còn chất lượng phải trồng mới đánh giá tiếp đc.",POS,5,
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ,mặc dù hơi rộng nhưng vẫn ok 👌.",POS,5,
Áo phù hợp với giá tiền.,POS,5,
"Áo giống hình, chất lượng tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.",POS,5,
Shop phục vụ tạm được Đóng gói sản phẩm tạm được Shop phục vụ tạm được Shop phục vụ tạm được.,NEU,3,
"Hàng cũng đc, nhưng mua xanh dương lại gửi xanh rêu.",POS,4,
Quần với mức giá shopee trợ giá so với chất lượng thì hợp lý.,POS,5,
🤣 son tuyệt lắm ạ.,POS,5,
Cho 4.5 sao.,POS,5,
Đặt size M đưa L hết size k báo tự ý giao cái ao nhỏ xíu.,NEG,1,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời but hơi chật to xíu nữa thì great.,POS,5,
Đẹp hơn mong đợi.,POS,5,
Moi Mac ma 1bo da Rạch hang zoi.,NEG,1,
Giá 69k vải như vậy là Good👍lắm rồi.,POS,5,
Chất vải rất ok ạ.,POS,5,
Mới dùng thử máy chạy yếu.,NEG,2,
Sẽ ủng hộ shop dài dài ạ😍😍.,POS,5,
Áo ấm !,POS,5,
"° Son lên màu hồng đất , giá hợp lí, nhưng son có hiện tượng đổ mồ hôi lấm tấm như trong ảnh !!!",POS,4,
Thời gian giao hàng rất nhanh Mặc lên đẹp lắm ạ.,POS,5,
"Áo đẹp quá, đáng tiền, nên mua 👍🏻.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Mới dùng ko biết có xù lông hay ko.,POS,4,
Nhưng bị xù lông nhanh ( áo rẻ k mong gì hơn).,POS,4,
Đồ dày dặn lắm shop ơi.,POS,5,
Chủ shop tư vấn nhiệt tình.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Giá rất rẻ so với nhìu shop.,POS,5,
"Date mới, chất lượng sản phẩm tuyệt vời.",POS,5,
Nên mua lớn hơn 2 size thì vừa !,NEU,3,
Túi đẹp.,POS,5,
Dùng dk 3 lần thấy ok.,POS,5,
Rẻ đẹp ạ.,POS,5,
Chất lượng ok so với giá tiền.,POS,5,
Giao hàng nhanh nhưng size k đúng.,NEG,2,
"Đặt 37 cái rất đẹp, nhưng bảo một form mà lại có cái dài hơn 1 tí, cái ngắn 1 tí, nhung mà chung lại thì rất ok đáng tiền, vải không dày, sờ mát tay...",POS,5,
Rộng và dài quá.,NEG,2,
Chất lượng sản phẩm tuyệt vời chỉ có giao hàng hơi lâu thôi à.,POS,4,
Tay áo quá ngắn.,NEG,1,
"Chất lượng sản phẩm tuyệt vời,rất ưng ý.",POS,5,
Đặt size s mà shop giao size M.,NEU,3,
Quá đẹp !,POS,5,
"Mình hiểu việc có 1, 2 hạt hỏng cũng khó tránh nhưng ntn thì nhiều quá, tuy nhiên điều làm mình khó chịu nhất đó là khi mình phản ảnh shop ko xin lỗi đc 1 câu, ko thèm trả lời tin nhắn luôn!",NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Hàng đúng với yêu cầu.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Mẫu không giống hình, như vãi dù, các bạn ko nên mua, hình một nơi, áo 1 nẽo, shop nc ko có tâm.",NEG,1,
Vải mặc đẹp rất ưng và thích!!!,POS,5,
Khuyên mọi người nên ủng hộ shop.,POS,5,
From ao thi dep ma chat lieu ni long ko giong trog hih hoi that vog.,NEG,1,
Muốn trả lại !,NEG,1,
Hàng chất lượng ổn dây hơi dài phải cắt thôi.,POS,5,
Chất lượng cực thích.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,POS,5,
Quần không y hình.,NEG,1,
Sẽ ủng hộ shop nhiều nhé!!!,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Áo bao đẹp luôn xinh quá trời shop cũng nhiệt tình tư vấn nữa.,POS,5,
Áo chất hơi cứng.,NEG,2,
Chất vải đẹp nhưng dáng váy hơi rộng.,POS,4,
K nâng được đáng bao nhiêu.,NEU,3,
Sẽ ủng hộ shop dài dài ❤.,POS,5,
"Tuy nhiên, mẹ bầu đc khuyên k nên mặc đồ lót tối màu mà shop gói cho màu đen thành ra ko mặc đc.",POS,4,
Chất len mặc rất thoải mái.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Mình rán cá mà nó bong nguyên mảnh sơn vào con cá, độc thật.",NEU,3,
Chất vải ko hài lòng lắm.,NEG,1,
Buồn shop giao hàng k cẩn thận gì cat.,NEG,1,
Áo hơi mỏng.,NEU,3,
Nhận được áo rồi ạ.,POS,5,
Tốt mua shop nhiều lần r.,POS,5,
"quần chất rất đẹp, giá cả hợp lý ok.",POS,5,
Lỗi.,NEG,1,
"Nói chung so với giá tiền ổn, sẽ tiếp tục ủng hộ shop.",POS,5,
"Shop gói hàng cẩn thận và giao nhanh, tư vấn nhiệt tình.",POS,5,
Sản phẩm lỗ.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,POS,5,
Gián chết la liệt.,POS,5,
- Làm ăn k có trách nhiệm gì cả.,NEG,1,
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm chắc chắn, Shop phục vụ rất tốt.",POS,5,
tạm ổn vải nóng.,NEU,3,
Tuyệt vời các bạn hãy cứ yên tâm mà mua nhé.,POS,5,
Tiếng như điện thoại.,NEU,3,
Bán hàng toàn up ảnh photoshop-->có cảm giác bị lừa tình.,NEG,1,
Hơi rộng 😣😣😣.,NEG,1,
Đẹp hết dức mong đợi,POS,5,
"Đóng gói sản phẩm đẹp và chắc chắn, áo và phần dây cột nơ ở ống tay áo hơi ngắn chút, nhưng mà áo xinh ^^.",POS,5,
Và đã mua ủng hộ shop lần 2.,POS,5,
4 - Rất đáng tiền .👍.,POS,5,
Áo mặc đẹp mn ạ.,POS,5,
Đáng nhẽ là ko đc * nào ấy ạ.,NEG,1,
Áo nhìn vậy mà mình mặc rộng quá lần sau mua sẽ mua sai nhỏ hơn Thời gian giao hàng rất nhanh.,NEU,3,
Áo sz M mà bé tí trẻ con mặc vừa😂đổi sz thì shop bảo giao hàng r trong khi đó thông báo của shoppe là vẫn đang chuẩn bị hàng.,NEG,1,
"Hàng ko giống hình,ren và áo lại 2 màu trắng khác nhau,mình rất ko ưng,chất vải cũng bt.",NEG,1,
"Chất lượng sản phẩm tuyệt vời , Rất đáng tiền, Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,
"Áo len trắng tiểu thư cực, mặc tôn dáng, iu sp này ghê.",POS,5,
Chúc shop làm ăn phát đạt 😘😘😘😘.,POS,5,
Với giá tiền cả hai áo em thấy đắt.,NEG,2,
Cảm ơn shop rất nhiều.,POS,5,
Thời gian giao hàng rất nhanh,POS,5,
Chất lượng sản phẩm tạm được.Áo có vết bẩn.,NEG,2,
Không bị khô môi.,POS,5,
Shop jao hang thieu 10000 vien nhua mau.,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Áo đẹp , chất sờ rất thích.",POS,5,
Quần ghi sữa so với quần vàng nhạt 1 trời 1 vực.,NEG,2,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, hang dung voi mau!",POS,5,
Mặc cung ấm lắm.,POS,5,
"Chủ shop dễ thương, nhiệt tình.",POS,5,
Độ bền thì phải dùng mới biết.,POS,5,
Giao hàng nhanh chóng. 5* chất lượng.,POS,5,
Áo màu hường Ko đẹp lắm.,NEG,1,
"màu ko giống hình mô tả cho lắm (đỏ hồng), nhưng chấp nhận được",NEU,3,
"Rất ok , đẹp.",POS,5,
áo với quần đều đẹp ưng ý mình chủ shop rất nhiệt tình dễ thương.,POS,5,
chất lượng ok Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Ao gi ma mac vao vua nog vua ham...mac k de chiu..nhug lo mua oy ...dah chiu thui.,NEG,1,
"Chỉ thừa nhiều, Chất lượng sản phẩm tốt, dáng váy đẹp nhưng bị lệch sống lưng khoảng 2phân.",NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Cảm ơn shop.,POS,5,
"Hàng giao rata chậm nhưng vì âo.mặc quá đẹp, quá chuẩn so vơigiấ tiền nên tặng shop 5* .",POS,5,
Chất lượng sản phẩm tuyệt vời <3.,POS,5,
Màu hồng nó k đẹp vì lót trong màu đen.,NEG,1,
"Quần hơi nhỏ, mặc chật.",NEG,2,
"Vừa mỏng vừa thô ráp, mặc thử rất dặm, ko biết giặt đi có đỡ ko.",NEG,1,
Chỉ may ẩu.,NEG,1,
K nhăn.,POS,5,
Chất lượng sản phẩm tuyệt vời hơi cứng.,POS,4,
Mặc thoải mái.,POS,5,
"chat lieu dep,hang tot.",POS,5,
Dùng để sào thì được chứ chiên rán ko đc vì nó hoàn toàn không chống dính.,NEU,3,
"Đóng gói sản phẩm rất đẹp và chắc chắn, vải mịn, hơi nóng, sẽ quay lại.",POS,5,
"CHai xịt không xịt được , hy vọng là hiệu quả.",POS,5,
Nên kh vô điện.,NEG,1,
Vải không đẹp Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Đẹp lắm ạ .,POS,5,
"Áo gửi mình bị lỗi tay áo, nhắn tin shop cũng không có phản hồi gì cả.",NEG,1,
Đóng gói ok.chất vải oki.nhưng shop như kiểu thải các áo bị lỗi hay sao mà áo em bị rách nách.trễ vai nhưng chỉ cần đưa tay lên buộc tóc là thành bó cổ luôn.đề nghị shop xem lại.,NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Váy xinhhhhh.,POS,5,
Giá cả phù hợp.,POS,4,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Shop phục vụ tạm được Giá cả chấp nhận được Thời gian giao hàng nhanh.,POS,4,
"Mỗi tội mình lấy tăng 1 size mà chỉ vưaf khít, rút kn lần sau.",NEU,3,
Tuy nhiên màu 01 mình k ưng lắm.,NEG,2,
"Thời gian giao hàng hơi lâu, chất phù hơpj với giá tiền.",NEU,3,
Chất lượng sản phẩm tuyệt vời chị chủ rất nhiệt tình dễ tính.,POS,5,
Chất dày hơn sz 95 nhưng dễ xù sau giặt.,POS,4,
Thời gian giao hàng nhanh Shop phục vụ khá tốt Đóng gói sản phẩm chắc chắn.,POS,5,
Chất cotton siêu đẹp mịn mát.,POS,5,
Shop cực dễ thương.,POS,5,
"Mùi dễ chịu, chỉ tiếc là mỗi lần rút ra lại dính vào nhau, khó lấy từng tờ nên hơi bất tiện mỗi khi dùng 1 tay.",POS,5,
Mua của shop 4 món cái gì cũng ưng cả^^.,POS,5,
Hang trung quoc.1 san pham bi may loi.,NEG,1,
Màu ngoài xấu.,NEG,1,
Hàng đẹp.,POS,5,
"Vừa in luôn, vải đẹp mịn màng, yêu shop hiii😍😍😍😘😘😘😘😘.",POS,5,
Cạn lời !!!,POS,5,
Cho vào giặt lấy ra vẫn sạch tinh.,NEG,1,
"Hàng chất khá đẹp, sẽ ủng hộ shop các sản phẩm khác trong thời gian tới.",POS,5,
Chưa sử dụng nên chưa biết chất lượng ntn.,NEU,3,
"Dáng rộng và dài, thích lắm.",POS,5,
"Quần dày dặn , đẹp lắm , sẽ ủng hộ shop.",POS,5,
Thêm cái chủ shop tư vấn nhiệt tình......Sẽ ủng hộ dài dài <3.,POS,5,
Sp giống hình .,POS,5,
cảm ơn shop nhiều.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
Hơi mỏng vải.,NEU,3,
Áo rất ưng và vừa giá tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,POS,5,
Hàng y hình.,NEU,3,
Vải mát chất cũng đẹp tuy nhiên áo mỏng dễ bị thấy áo trong .,POS,5,
"Phần số in trên áo chưa ổn lắm nhưng k ảnh hưởng j cả, dù sao thì chất lượng sản phẩm rất tốt, rất đáng tiền.",POS,5,
Chất liệu vải không ưng lắm Shop phục vụ khá tốt.,NEG,2,
Form đẹp hơn trong hình.,POS,5,
Sản phẩm OK lắm ạ!!,POS,5,
đúng là tiền nào của đó. chơi hàng giả luôn!,NEG,1,
Mặc bộ quần áo nào cũng đẹp tự tin lắm.,POS,5,
"Áo đẹp, giao hàng nhanh.",POS,5,
Tuyệt vời luôn.hàng đẹp.chất lượng.shop phục vụ rất tốt.sẽ còn ủng hộ nữa.,POS,5,
Shop còn tặng thêm món quà xinh xinh nữa.,POS,5,
Rất không vừa ý với cách phục vụ.,NEG,1,
Giao hàng nhanh.,POS,5,
Cực kì thíc luôn.,POS,5,
Shop phục vụ rất tốt.,POS,5,
Ngoài còn đẹp hon trong hình.,POS,5,
Shop nên để lỏng thôi.,NEU,3,
Đẹp tuyệt vời.,POS,5,
Chất lượng áo ổn.,POS,4,
"Áo mỏng quá, phù hợp giá tiền.",NEU,3,
"Đường may cẩu thả, chỉ thừa tùm lum.",NEG,1,
"Chất lượng sản phẩm tuyệt vời, form mặc thoải mái 😘.",POS,5,
"Áo đẹp, đúng hình, vãi đẹp.",POS,5,
Đầm qá.,NEU,3,
Giao hàng ko đúng size đã đặt.,NEG,1,
"Khá giống hình, mang vào cũng khá xinh. 😄.",POS,5,
Tư vấn nhiệt tình.,POS,5,
"Vải nóng , xấu, áo bị bẩn Chất lượng sản phẩm rất kém.",NEG,1,
Hàng ổn.,POS,4,
Thời gian giao hàng rất nhanh.,POS,5,
áo e mặc bị ngắn huhu nhưng sơ vin vào thì nhìn cx dc vải hơi thô ko dc mềm với giá tiền thì e thấy khá đắt:((.,NEG,2,
Cảm ơn shop.,POS,5,
Tặng gương rất xinh😍😍.,POS,5,
Thời gian giao hàng hơi lâu.,NEU,3,
Shop nhiệt tình.,POS,5,
Đặt màu đen giao màu kem.,NEG,1,
"100k tưởng đẹp hơn nhg lại y hệt bộ 70k mình mua, hx.",POS,5,
"Đóng gói sản phẩm kém , trong quá trình vận chuyển bục hết túi lion bẩn hàng hóa.",POS,5,
Hàng đẹp lắm shop ơi.,POS,5,
Hàng giống hình nhưng nó quá to.,NEU,3,
Thời gian giao hàng rất nhanh Nhưng chất vải Ko dc đẹp lắm.,NEU,3,
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,Mua 5 áo size 36, nhưng chỉ mỗi 2 áo màu da không vừa.",POS,4,
Form quần nhỏ size S tầm 40kg trở xuống thôi,NEU,3,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt vải mát nhé shop :).,POS,5,
Đẹp mà quá too.,NEU,3,
Sẽ ủng hộ dài dài.,POS,5,
Shop bán hàng như này chắc cũng chỉ bán cho 1 ng 1 lần là ngta ko muốn quay lại nữa.,NEG,1,
Rất ok.,POS,5,
Vải k dày dặn.,NEG,1,
Chất vải k thích lắm nhưng quần mặc dáng đẹp.,POS,4,
Nhưng chung quy là với giá vậy là sản phấp đẹp và tốt rồi 👍.,POS,5,
Gấu dễ thương.,POS,5,
"Áo chất đẹp, mẫu lạ và độc.",POS,5,
Vai hoi mong Chất lượng sản phẩm tạm được.,NEU,3,
Thời gian giao hàng rất nhanh.,POS,5,
"Chất lượng sản phẩm tuyệt vời, đóng gói chắc chắn cám ơn shop hihi.",POS,5,
Shop nhiệt tình lại còn gói hàng rất cẩn thận nữa <3.,POS,5,
Thời gian giao hàng cũng nhanh nữa.,POS,5,
Shop tư vấn nhiệt tình lắm.,POS,5,
Sp như hình.,POS,5,
Hơi chật.,NEG,2,
"Chất lượng khá ok, phù hợp giá tiền.",POS,5,
Giao hàng hơi lâu 1 chút nhưng sữa rửa mặt tạng kèm dùng thích lắm.,POS,5,
.,POS,5,
Chất lượng sp tốt.,POS,5,
"(minh da chu dong lien he, mua day la lan 2).",NEG,1,
Chân hơi to nên chọn size giày nhìn thô quá😅😅😅.,NEU,3,
"Yêu cầu giao kính màu xanh thì giao màu hồng nên vất xó, ko dùng được.",NEG,1,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Hàng đẹp.,POS,5,
Nón hơi form hơi dài kiểu hình bầu dục nên cũng ổn.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Hàng đẹp và rẻ.,POS,5,
Vải ko đẹp.,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Tạm đc vải đẹp nhưng ko giống hình.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,POS,5,
"Mực in bị lem, vải hơi mỏng.",NEG,1,
Bị chật mông rồi ko có chỗ nới.hu.hu.uổng quá.,NEG,1,
"Quần vải hơi thô, co dãn tốt.",POS,5,
"Mùi dễ chịu, cảm giác mát mát thik cực.",POS,4,
"quần đẹp thật, nhưng do mình ốm quá mặc size nhỏ nhất mà cũng k vừa nên đành phải để cho má ck mặc hihi.",POS,5,
"Chủ shop nhiệt tình, thân thiện.",POS,5,
"Chất lượng sản phẩm tuyệt vời, sản phẩm thật đẹp hơn so với ảnh chụp.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Nhung ma k thik chat lieu vai nay lam!!!!,POS,4,
"Đóng gói sp rất kém, hộp rách nát.",NEG,1,
Như cặk.,NEG,1,
Quá ưng luôn. .mua shop này nhieu r mà chưa lần nào thất vọng 😆.,POS,5,
Rep tn 3ngày :)))))).,NEG,1,
Ngon!,POS,5,
"Chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh, shop phục vụ rất tốt.",POS,5,
Box do quá trình vận chuyển hơi nát 1 tí nhưng giày bọc cẩn thận nên ok !,POS,5,
Đồ xinh lắm nhé.,POS,5,
Freesize nhưng hơi nhỏ.,NEU,3,
Sản phẩm đẹp chất lượng ok giao hàng cũng nhanh nên mua.,POS,5,
Màu hơi tối hơn so với trên hình.,NEU,3,
Đồ khi giao tới hơi hôi.,NEG,1,
Mọi người nên mua nhé.,POS,5,
Tiền nào của đấy.,NEG,2,
Vì sai sót của shop.,NEG,1,
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,
Vải đẹp chất lượng tốt . ❤️.,POS,5,
màu son đẹp dã man.,POS,5,
Bị lỗi mt bên vai.,POS,5,
Chất lượng sản phẩm tuyệt vời Vải đẹp.,POS,5,
"Mình mua quần lót kháng khuẩn co giãn 4 chiều và quần váy, vải rất mềm mượt, co giãn tốt nên mặc rất thoải mái.",POS,5,
Chất lượng quần đúng với giá Tiền 17k/ cái.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Shop phục vụ rất tốt.,POS,5,
sản phẩm tạm được.vải nóng.sổ lông.,NEG,1,
Rất đáng tiền.,POS,5,
Chất mát mịn.,POS,5,
May là hết hàng nên đặt có một hũ thôi.,NEG,1,
Hàng bao đẹp.,POS,5,
Áo mặc cũng được nhưng nóng lăm.,NEU,3,
Thích quá nên mang đi giặt luôn quên k chụp ảnh.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn cj shop ns chuyện rất dw.,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Xinh lắm luôn.,POS,5,
Cảm ơn shop.,POS,5,
"Dây kéo hơi rít xíu nhưng chắc do còn mới, màu áo rất đẹp!",POS,5,
"Chất vải cũng tạm được,màu hơi trắng quá.",NEG,2,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Huhuuu quần đẹp quá trời ạ❤️.,POS,5,
Ai mua mà nhầm lẫn như mình thì nhắn tin hỏi shop nhé.,POS,5,
"Chất lượng sản phẩm tuyệt vời ,quá ok so với giá tiền.",POS,5,
chất lượng ngang ới giá tiền.,NEU,3,
Chất lượng sản phẩm ok.,POS,5,
"Vải đẹp, form đẹp.",POS,5,
Đẹp lắm luôn.,POS,5,
Shop uy tín từ A tới Z.,NEU,3,
Ao thi xau.tien nao cua do.,NEG,1,
- Thương shop gì đâu luôn á.,POS,5,
Màu siuuu ưng nha mọi người + mùi kẹo siuu ngọt luôn + đóng gói siuuu chắc chắn + ủng hộ sky007 quài quài luôn ❤️❤️❤️.,POS,5,
Sẽ ủng hộ shop dài dài.,POS,5,
Chị chủ quán dễ.,POS,5,
Sp tạm được.,POS,4,
Quá ư là đẹp luôn mọi người ạ.,POS,5,
chỉ có 2p chai thôi .ko nên mua :.,NEG,1,
Ko phụ lòng tin tưởng của mình lần thứ 2 !!,POS,5,
"Shop uy tín, chủ nhiệt tình, dễ thương, hàng đẹp.",POS,5,
But.,NEU,3,
Bị mẹ lấy luôn rồi.,POS,5,
Sẽ ủng hộ shop nếu muốn mua nữa hi.,POS,5,
"Size hơi nhỏ, bé khoảng 7-8kg mặc vừa chứ lớn hơn hơi chật chút nhưng mà vải và đường may, màu sắc đẹp.",POS,4,
"Quần đứng dáng, vải dày dặn, đường may tỉ mỉ.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Shop giao ngầm size M, Chất lượng sản phẩm tuyệt vời.",POS,5,
Nói chung thì ok.,POS,4,
Áo đẹp.,POS,5,
Hơi dơ.,NEG,1,
"Form rộng chất vải được, giao hàng nhanh.",POS,5,
Quần chất đẹp mặc rất thoải mái.,POS,5,
Vải hơi mỏng.,NEG,2,
